relationship_id,entity_id_a,entity_id_b,relationship_type,role_a,role_b
rel-0001232,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-YfNPvqhMbK6GG4XNQZ2yqu,Ownership,owner,asset
rel-0001233,NK-eNcxLF32t5fCEk55eANecW,NK-dEqWCxXHxuQ4tbWFS9UWLv,UnknownLink,subject,object
rel-0001234,NK-NTRdCVjMfpFkpQ7S8qPv83,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,Ownership,owner,asset
rel-0001235,NK-eiLJv67aFp52774wHy9wDd,Q58132,UnknownLink,subject,object
rel-0001236,NK-7K6aFVAVzdkgPcSb3L6mxt,NK-2jtfyXwY6Vz5HboNLdCuBp,Ownership,owner,asset
rel-0001237,NK-by6BPVuKBoGSZAVDqyNsvP,NK-TvPZbZB67ZryrgT5f7WP8z,Ownership,owner,asset
rel-0001238,NK-NaP5Fm72fZjfFf75s2V9gY,NK-5gZq7iVUXCFUyoRGHva6sm,Ownership,owner,asset
rel-0001239,NK-eQD5mRcKxaUkzJ6ermBcUa,NK-Jr36Hb3vzhLorvCX77qyhE,Ownership,owner,asset
rel-0001240,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-NuoQXvSKPZYxkxLDjz8wsw,Ownership,owner,asset
rel-0001241,NK-8pZKs6UTLzaQfrk3yWQ7YU,NK-7qjACTfYSwfhaYSBLEaF5Q,Ownership,owner,asset
rel-0001242,NK-YSzyWKw2b2V8kdMySSbun3,NK-iFWGuqQcuwJCBL9oY5iygi,Directorship,director,organization
rel-0001243,NK-GKnd9kmsgXq4NgZ66LxXud,NK-g6BtGqXMP2CNduAPK4nAxS,Ownership,owner,asset
rel-0001244,NK-mtQyfb92Wg9Kb2YYnbWarp,NK-9cxSLTi8fjBRHxt8qebytt,Ownership,owner,asset
rel-0001245,NK-GXjKaQTAjDjjGAQndtMyJX,NK-9ZwpQsJnPrXZ9L732PxX6Z,UnknownLink,subject,object
rel-0001246,NK-XJJYcZ3MFofccNrfe9UM3A,NK-KWzKFGnbC24Gc9KirAVirU,Ownership,owner,asset
rel-0001247,Q124689632,NK-ne4pCuLuMhdoqXgtx7bAkb,Ownership,owner,asset
rel-0001248,NK-PRuKyRaZ5EveAfBnJKJ9i7,NK-4mpcwr654BCBk2Zyrc7psn,Directorship,director,organization
rel-0001249,NK-mAtqGuyku7pBj4bMCGfWN2,NK-FDvSyjGQBSz8irdcsogqJz,Ownership,owner,asset
rel-0001250,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43206,Ownership,owner,asset
rel-0001251,NK-VhbRTuH7dVnatXe7y4wSf6,NK-ipVrFZf7o3drYzB3jPB6tu,UnknownLink,subject,object
rel-0001252,Q118496390,NK-RCpYKrvC6MMMxeWhBNGn9d,Ownership,owner,asset
rel-0001253,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-RVKL74wPPi3PB4RLbbK9A2,Ownership,owner,asset
rel-0001254,NK-ihMTw8B5gunZxrQVAwSZbT,NK-JKtPU7F8fDskGUkxABv8ed,Ownership,owner,asset
rel-0001255,NK-DRf5G9mq7sSbPaZsRGUNmi,NK-g2zc42kUhcp9rrnMBVkRwX,Directorship,director,organization
rel-0001256,NK-LLhMPuGnZfkLtb2uNzbe6J,NK-Hu6FMQSSzqs9g8Jf3vpA8g,Ownership,owner,asset
rel-0001257,NK-b3fcbf4CHMfChZi52uVcjS,NK-Upu67HkiNKrL5bR5rZfaRp,Ownership,owner,asset
rel-0001258,Q55107083,NK-mnfQZpA9AywFJvTq9qHnmP,Ownership,owner,asset
rel-0001259,NK-jZjbhw2ZjWheUD88esQ83S,NK-7bFosoFedZaxLxisbwuezn,UnknownLink,subject,object
rel-0001260,Q110611694,NK-Szib9YL5MzSAqM7ZQ5Qrfb,Ownership,owner,asset
rel-0001261,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-XFr8ujeqMwhDmzwXYHSAG9,Ownership,owner,asset
rel-0001262,NK-QGzRXLcCDikMk2EzGxRozY,NK-Y2wiKi7FLvDVKkJM8NeE3w,Ownership,owner,asset
rel-0001263,NK-dEqWCxXHxuQ4tbWFS9UWLv,NK-dqAaENTGtNQ4anQuKLWc5u,UnknownLink,subject,object
rel-0001264,NK-jEQooMMnT3ky8j4QACFbhs,NK-gCx98vjxTdcqg3z5YqHwdw,Ownership,owner,asset
rel-0001265,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-UeQKc4tZuX44qRM5J43fKY,Ownership,owner,asset
rel-0001266,NK-GJTBw2WaHRSrARq5bAxnF5,NK-itThRAVmU5f6fojJBeEssM,Ownership,owner,asset
rel-0001267,NK-gGV2Tg7C77XZ9C6svLPHep,NK-eYU296Y4JSEedkMKm8Zues,Ownership,owner,asset
rel-0001268,NK-Yfxk62ToF9Khg2QrJDF3kg,NK-6smRoeJiSUAa7VhmSGnfwJ,Ownership,owner,asset
rel-0001269,NK-F4rR9gZMmCchKvMju9yYds,NK-aazqJ9AU432QgqXWBwvHNG,UnknownLink,subject,object
rel-0001270,NK-L73xjnabanzjCKiNAzrqT3,NK-3NggNoHtLvScSddNiTutcy,Ownership,owner,asset
rel-0001271,NK-VxekJrEY3Dez3pDiSgF5R2,NK-ismwg5JYNeYpgQofh7Xq5t,Ownership,owner,asset
rel-0001272,NK-MJxE4DGWoJQzdQt7aN2nCm,NK-Zyiui4dU6xgisrPHdgDeWy,UnknownLink,subject,object
rel-0001273,Q5213558,NK-DjmgWQ2Nicfv2dmGhsp7xL,Ownership,owner,asset
rel-0001274,NK-njneZmo7hE2vmYoWYXFjxQ,NK-CKxkK6nniB7wZXidgEuYPt,Ownership,owner,asset
rel-0001275,NK-jwyf72N4atqbR7Jt2aqaAa,NK-dqAaENTGtNQ4anQuKLWc5u,UnknownLink,subject,object
rel-0001276,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43156,Ownership,owner,asset
rel-0001277,NK-hwSJsbW92BSJDnYKrESbqX,NK-Lq3zuecfZCAFEb5xa6vDvL,UnknownLink,subject,object
rel-0001278,NK-ExTzKeLpcMsAb9yGiY5S3j,NK-eiqhyGTATGjzbCPKkXkVZ2,UnknownLink,subject,object
rel-0001279,NK-aWKYQ3dkg9jQJyHJueTQvm,ofac-43162,Ownership,owner,asset
rel-0001280,NK-mQwRYbRoepGCcepHPJq8GW,NK-kzGQYGWWhBFCL9f7UtokQc,Ownership,owner,asset
rel-0001281,NK-oYFzrUVoK5Yxz8ZPxKdQhn,NK-2wiPFGhKnY2dWHUUr9MZW8,Directorship,director,organization
rel-0001282,Q107586452,NK-SGoKLj97jDeyJGnSyRhJJN,Directorship,director,organization
rel-0001283,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-KWwoibZYN8pvr8vk8L3nWR,Ownership,owner,asset
rel-0001284,NK-EiAML6EUMK4Wdbst7JA4fZ,NK-HFiasbhDWq7UgZp2NU92tE,Ownership,owner,asset
rel-0001285,NK-gmGdMC9aMu6Zm3kEivMSDP,NK-Uh8WYFGFxYJa6XdWuEKQSh,Ownership,owner,asset
rel-0001286,NK-b3fcbf4CHMfChZi52uVcjS,NK-V5MpZ6sSJGgJFqmnedQgwV,Ownership,owner,asset
rel-0001287,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-R38ZBXaXXnJmcuQNgTEk8o,Ownership,owner,asset
rel-0001288,NK-Z89Xb7eS35jXJJLBNismqx,NK-gvaoGXc4UUtrWTQUJPH4tD,Ownership,owner,asset
rel-0001289,NK-87CvdshZizNjpgWh5Mkczr,NK-MNMtj6DGRqUtUhHZxRohEf,Directorship,director,organization
rel-0001290,NK-hzsNvG6xj84xrRkP2Q2UAX,NK-npdZSrDYbpdVnmUndsGzzA,UnknownLink,subject,object
rel-0001291,NK-QKksNDm4zt46RUHbBQH3Sc,NK-T2VgDnCrKp46NukxyxQD7z,UnknownLink,subject,object
rel-0001292,Q109493338,NK-8urDfaXFgZU7iZuWi8n9NL,Directorship,director,organization
rel-0001293,Q503147,NK-Q4PLzPQvQ9GXp8fvizK9G2,Ownership,owner,asset
rel-0001294,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-GNZbN3N2xHswLw26pBDqzf,Ownership,owner,asset
rel-0001295,Q16214810,NK-HvnwetVNqCbjtnF7FipiKG,Ownership,owner,asset
rel-0001296,NK-QrG8FuJ2q84yxYdSwQsx7X,NK-NNjebd9PZYsVdEABGthm8r,Ownership,owner,asset
rel-0001297,NK-XujzPGsH4N7AovDRirYvex,NK-9cCvvvbWRHF6RBxd3bxxGu,UnknownLink,subject,object
rel-0001298,Q55107083,NK-NyDAxTWpGdgExoXmktgJ4E,Ownership,owner,asset
rel-0001299,NK-FGYZfhW3QTsifiqVJNHZnb,NK-daRK4sJPKpppNFqsSbcqja,UnknownLink,subject,object
rel-0001300,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-5r5bAQzPnTHDtsnjJPf7fG,Ownership,owner,asset
rel-0001301,NK-TVFjFMwaosk6cgmem5u8yb,NK-3zSWECbvexv3ikQ65YY8tz,Ownership,owner,asset
rel-0001302,NK-ZyNtMJLQSUp4QowHoQAycu,NK-cw6Yi32R8bWkZXv8i4CCpH,Ownership,owner,asset
rel-0001303,NK-hW3iv27f7dovFFVYGV7tza,NK-dEqWCxXHxuQ4tbWFS9UWLv,UnknownLink,subject,object
rel-0001304,NK-iLS2jEjrcRYhPJPKCJtrWA,NK-P2MW55u6FAACHDnsqWAqjL,Ownership,owner,asset
rel-0001305,NK-GbNTJ7MJMpCBbrQAchWoT7,NK-HfPxAmsGvH7su6287vQ9dW,Ownership,owner,asset
rel-0001306,NK-Bu5GuicS7FeLagcvZ9kRMT,NK-TDfVNQoRZfJjGKtmh8jcaG,UnknownLink,subject,object
rel-0001307,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43157,Ownership,owner,asset
rel-0001308,NK-fQaK8zdtaYnFLBxEjj9JEc,NK-mAtqGuyku7pBj4bMCGfWN2,UnknownLink,subject,object
rel-0001309,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43182,Ownership,owner,asset
rel-0001310,Q55107083,NK-SdNB3LS7Z46dsN4bzZBpNs,Ownership,owner,asset
rel-0001311,NK-f276CTc72sLRzDzyqr7QYc,NK-LMkQcJ6hHvQzLTWruxZaGq,Ownership,owner,asset
rel-0001312,NK-8a9Rq5PuCGKqDSsQk9HGKS,NK-H9Dom8taqgNf7Kh9upt8Mg,Ownership,owner,asset
rel-0001313,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-Zq6tzDuMK76Lwe3Ujq5Gyq,Ownership,owner,asset
rel-0001314,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-4gfXMQ4wyYkobKoumoDcjr,Ownership,owner,asset
rel-0001315,NK-mLTieiUr3id3zvBNmkHKzy,NK-oCcEa5dvJQm6YBfLwi3LyU,Ownership,owner,asset
rel-0001316,NK-LjTjhBdNiH3dRpCzRGp4Ya,NK-2kZPspgCptxXPQEi6S8y4T,Ownership,owner,asset
rel-0001317,Q134893972,NK-RqTEPGWp9KFB2RXNSxcWxq,UnknownLink,subject,object
rel-0001318,NK-EsgJuMFxEHoniHVAkx4zFt,NK-4VDZLxLzQMwcvQKjtdeMA6,Ownership,owner,asset
rel-0001319,NK-hLVP3W7jxxkmKb5unyRsaY,NK-M5V6ikyKcuGpCbrUVRihyQ,Ownership,owner,asset
rel-0001320,Q51120320,NK-GxTkkJe4UTrD56nYRTZcNR,Ownership,owner,asset
rel-0001321,NK-mZ9yK8ooZgHNHquTCGwucS,NK-gdnQBekCRXGPCPCP4GdxMy,UnknownLink,subject,object
rel-0001322,Q114754980,NK-keGeCjXitwSce7A4wjkyvp,Ownership,owner,asset
rel-0001323,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43146,Ownership,owner,asset
rel-0001324,NK-N87S2vf7WoURD5o6M9Dnus,NK-dEqWCxXHxuQ4tbWFS9UWLv,UnknownLink,subject,object
rel-0001325,Q73030804,NK-nFg77q6vHJLmSUp8mm3pPS,Directorship,director,organization
rel-0001326,NK-ipVrFZf7o3drYzB3jPB6tu,NK-YvhBuayvMgWVWL4yN9prCr,Ownership,owner,asset
rel-0001327,Q57766,NK-AmmX9KSd8xYaprxUFQa2Jv,Ownership,owner,asset
rel-0001328,NK-SjW9u46BnJZqCEs7Zz9wJJ,NK-e3CBszZ4z7Zi2s2FQp5Kbr,UnknownLink,subject,object
rel-0001329,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-Jw54n9Ma2GTbuQ96hbx8qt,Ownership,owner,asset
rel-0001330,NK-Cu5JNocxtRa9fB9am7MAjx,NK-LBZti4xyHAnAGffqX9kHNF,Ownership,owner,asset
rel-0001331,NK-kHPNTphE8npHHxAn9XmfQU,NK-aiP3uCymAHgxpEkyD5kPeQ,Ownership,owner,asset
rel-0001332,NK-eRmwUfk3rVngHaYVPbUWUW,NK-iwRNG6PFAPKKUCGzxoHjxR,Ownership,owner,asset
rel-0001333,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-DgUkWt5hGQ6DrbVwj3nEyY,Ownership,owner,asset
rel-0001334,NK-b3fcbf4CHMfChZi52uVcjS,NK-HvBa3Az8meAkR9KUHuddSa,Ownership,owner,asset
rel-0001335,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-Do5PJ3Q7wRT5ZTGUJh3XpB,Ownership,owner,asset
rel-0001336,NK-MmRr4bivDQbLzq3uzci7oP,NK-9ZwpQsJnPrXZ9L732PxX6Z,UnknownLink,subject,object
rel-0001337,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-3hschR8Hx5DkjsP5x2UnYv,Ownership,owner,asset
rel-0001338,NK-gd3fmDAo48phB7TfnsCGGQ,NK-gW8XD5zuGp6aZQAvYyHADG,Ownership,owner,asset
rel-0001339,Q110629465,NK-cvF5CcU8BD7BVAnNupj6xv,Directorship,director,organization
rel-0001340,NK-mtQyfb92Wg9Kb2YYnbWarp,NK-CjYtnvET8TZxcscTsfmVgW,Ownership,owner,asset
rel-0001341,NK-MLTPANaXDAdgAFudkKk7ev,NK-6vzrz7mbSYJNXujGJN6yNj,Ownership,owner,asset
rel-0001342,NK-UA8gBxbSccFdHEMND8gNmu,NK-b4GLFdrRegWPokTCBRxFcC,Ownership,owner,asset
rel-0001343,NK-Xj7fHisRRxTEbmW5jaoMmK,NK-4JYGfcjP3Frn24sYQ3ZXE2,Ownership,owner,asset
rel-0001344,NK-SPCyLhSENDJefzPFanCjxS,NK-7DE2gQ3gPfV4ri5g2S5yWx,Ownership,owner,asset
rel-0001345,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-cNyg7dGFHzvAJ4ufAenShj,Ownership,owner,asset
rel-0001346,Q983514,NK-jqXHr8jsSFcyJZjkP7Jmvd,Directorship,director,organization
rel-0001347,NK-K5vgHEtK4ybvgR2aUKzUXn,NK-DFFrpoTTMJs6EYSjeWvTyv,UnknownLink,subject,object
rel-0001348,NK-ZC2Lxs7vBaLHabR7QeTdbr,NK-X8iGKaSp5t7ejhtsfaEq3U,Ownership,owner,asset
rel-0001349,NK-KRAcuuuehxe4qX7vjNbFZr,NK-dEqWCxXHxuQ4tbWFS9UWLv,UnknownLink,subject,object
rel-0001350,NK-SV95ipkZgCiqjoerehGX8a,NK-KGQpmXA7E4nGdHXmBUnZsE,Ownership,owner,asset
rel-0001351,NK-YcZtFbPEwqJSDvqbKDYTYk,Q1396860,Family,person,relative
rel-0001352,NK-MmRr4bivDQbLzq3uzci7oP,NK-feYNmGKcERMWxVkoEenzvr,Ownership,owner,asset
rel-0001353,NK-GJTBw2WaHRSrARq5bAxnF5,NK-VxZfDx9D8cpEPgWXeieHVR,Ownership,owner,asset
rel-0001354,NK-kph4vGHcR4PWZLH5ySLBGC,NK-extZggK5PoUJoAnghtkaTX,Ownership,owner,asset
rel-0001355,NK-GUgMrUaEuLULaxf9HUvFsY,NK-5n9Aa6v5onYZwkCbP6yKBV,Ownership,owner,asset
rel-0001356,Q51243718,NK-DSXpBdtSMEW6unV7YzAA8F,Ownership,owner,asset
rel-0001357,NK-D8uJ2Lpzt6ukTWBjQ9XJhT,NK-XV9xoRyb6UytwJGq6f9LgL,Ownership,owner,asset
rel-0001358,NK-cUECY4ZWxcJVzFW89JcLcP,NK-cLVfo7YxjN8wWpQNJymTGe,Ownership,owner,asset
rel-0001359,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43219,Ownership,owner,asset
rel-0001360,NK-M7njS7ZtgbKC6fmJbiedy8,NK-VDe3X9uywA6VSLnvUKFZp6,UnknownLink,subject,object
rel-0001361,NK-n3mqNyNNPRiqGcWtWR9Uoq,NK-kikE4xnQPTrKD69jEdrL2y,Ownership,owner,asset
rel-0001362,NK-nMBGNoGzyUXD8uiqMoYpkV,NK-jqXHr8jsSFcyJZjkP7Jmvd,Directorship,director,organization
rel-0001363,NK-o2ArfmsszN5yAjGrrABCR6,NK-ZT9AqA9CpkzmGT7F3mYXSu,Ownership,owner,asset
rel-0001364,NK-7K6aFVAVzdkgPcSb3L6mxt,NK-UQCbQMoEzkyEsecQssTb6K,Ownership,owner,asset
rel-0001365,NK-PMhyQd2vCZVfZ9zwHLvnYr,NK-VbZh6BfXbeW8C7kHmyq8Rm,UnknownLink,subject,object
rel-0001366,NK-9cMNkiPcK7zb7ycKG6ypvG,ofac-54423,Ownership,owner,asset
rel-0001367,NK-nuTTpjLn54hfTEPkNcEgu5,NK-4mpcwr654BCBk2Zyrc7psn,Ownership,owner,asset
rel-0001368,NK-jLxykkDDoqSwj8rN4hrHWp,NK-82NrAUSVbgg5VbiFVi5QdG,Ownership,owner,asset
rel-0001369,NK-gmGdMC9aMu6Zm3kEivMSDP,NK-oSVU2G5NHVU7XRXEd4tquX,Ownership,owner,asset
rel-0001370,NK-Nnqh4qNjU32XiTWhh6XyxR,NK-dCcjsLBVm4WGCM3Se3DA3w,Ownership,owner,asset
rel-0001371,NK-8hzc4CybKsWXa9tYmxZGQK,NK-XvW7TBxssbeckPGevLHQXQ,Ownership,owner,asset
rel-0001372,NK-jZvTjouqKixdWdPQZG8Jof,NK-KNsCYsEJAJyS6SxA84m2n2,Ownership,owner,asset
rel-0001373,NK-Fy8k8QoMQkQ4yq9PTk4bBK,NK-XdfdyXPPCYQsxFKsHX8M8e,Ownership,owner,asset
rel-0001374,NK-Zi7ccTjftTTfka6egtJuVW,NK-SkEUzhpnaTNKLQ8uhKLPES,Ownership,owner,asset
rel-0001375,NK-7UNHiuWGqQgWqbyLGXHCGC,NK-gdnQBekCRXGPCPCP4GdxMy,UnknownLink,subject,object
rel-0001376,NK-kF4DiBuTr5xyyXzHz76Lfm,NK-9x4HkNXwALeotPz6yv6qBc,Ownership,owner,asset
rel-0001377,NK-njneZmo7hE2vmYoWYXFjxQ,NK-n2yYeGpDXwQa9wKW8QjtYN,Ownership,owner,asset
rel-0001378,NK-gd3fmDAo48phB7TfnsCGGQ,NK-cmKMq9Ddx7bvt7cWf68XMd,Ownership,owner,asset
rel-0001379,NK-NeXYJTnmesoq9Mk6qbEVqt,NK-i8cPbLF4ewVGHa2gWiKwP3,Ownership,owner,asset
rel-0001380,NK-gXE46CnqWX4iMLsJeT52mr,NK-JbMGcW3TabRqi8dZHUVC8V,Ownership,owner,asset
rel-0001381,NK-TVFjFMwaosk6cgmem5u8yb,NK-SCXxXqnoCq544jb6X87ire,Ownership,owner,asset
rel-0001382,NK-RuynYs4D79N47RrzXWDRFJ,NK-9cCvvvbWRHF6RBxd3bxxGu,UnknownLink,subject,object
rel-0001383,NK-eepZanzmAHaJE8fsqECeAQ,NK-bPTST33Y3k2AWALbtxshFN,Ownership,owner,asset
rel-0001384,NK-YiZnLr44GGdAuryz9MQLUc,NK-bsJzYfuvzNf4ARQzXrWUmv,Ownership,owner,asset
rel-0001385,NK-RyU5QWyJUMPrU549Dy2Xz9,NK-SV95ipkZgCiqjoerehGX8a,UnknownLink,subject,object
rel-0001386,NK-UeHNLZRVg6rtUpLFLrpNNB,NK-SV95ipkZgCiqjoerehGX8a,UnknownLink,subject,object
rel-0001387,NK-eRmwUfk3rVngHaYVPbUWUW,NK-fEefdyhi4aKxuRrxWx5L8K,Ownership,owner,asset
rel-0001388,NK-E7mi7yWzRiKbpDMwEZqy8P,NK-ANii8iYiMBuGHuKCGa5y5N,UnknownLink,subject,object
rel-0001389,NK-a7rFVTm2V3NhDQfwNKhmrP,NK-BBhSJ8TNnGS3m9C9QQq7qH,Ownership,owner,asset
rel-0001390,Q131289193,NK-npdZSrDYbpdVnmUndsGzzA,UnknownLink,subject,object
rel-0001391,NK-TFnT83kWm994Ab7Y8P38uu,NK-LXLw8rHk8aobRbJUJgTUEP,Ownership,owner,asset
rel-0001392,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-KMDgdPDvQBP93igxVjfAL4,Ownership,owner,asset
rel-0001393,NK-SPCyLhSENDJefzPFanCjxS,NK-ffVZehfiZaze8f6822scRM,Ownership,owner,asset
rel-0001394,NK-8aAjgQJcccad2x9sDbi7F7,NK-45SFzNcnHZXfzPb4zQ3Kai,Ownership,owner,asset
rel-0001395,NK-gGV2Tg7C77XZ9C6svLPHep,NK-3XmEzvwy2NMcTreVp9qjPK,Ownership,owner,asset
rel-0001396,Q110550956,NK-cvF5CcU8BD7BVAnNupj6xv,Directorship,director,organization
rel-0001397,NK-eV29VQ59AKRCzedViEP9Lr,NK-RyxVXuLYjpU5pq5RA49kmk,Ownership,owner,asset
rel-0001398,NK-CaXS7Ff4cML6eWVaUh4Gq4,NK-GecMYNgC4tgGKeSCy83o6z,Directorship,director,organization
rel-0001399,NK-BWACaJuQVx2hmodTeUWnPo,ofac-57082,Ownership,owner,asset
rel-0001400,NK-92LbGgZKRwhgieSiezLnhn,NK-4SVJy39zRQYMCMQnRPfiqC,UnknownLink,subject,object
rel-0001401,NK-jx78KK5v4bWXjzwH8gu7hz,NK-dtMEFdiQzdVu854GkpSxYN,Ownership,owner,asset
rel-0001402,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-MkSwqKei5n5Nf4Ea8t47js,Ownership,owner,asset
rel-0001403,NK-aEoTHzwiTtDfzXojttpW5v,NK-igizhcetme47dU7yQ6a427,Directorship,director,organization
rel-0001404,NK-B644D2wc89g76rpxjA2sRi,NK-RCeUXC4VJkQYJ8NPxKgtqD,Ownership,owner,asset
rel-0001405,NK-AQkhUgg8ij34D3uhUDFz59,NK-8TDFS7XnbcGfworfijpQ8D,UnknownLink,subject,object
rel-0001406,NK-KWzKFGnbC24Gc9KirAVirU,NK-PboSVaPvmZjwmv7U4g3YJm,Ownership,owner,asset
rel-0001407,NK-J5Gkw7bY2vUPC8UYHRGDNj,NK-LivSG3GCVLVWVjuS3YuY3b,Ownership,owner,asset
rel-0001408,NK-MQibH5xKpXTEctZjAYkmSD,NK-43pDiDFiVcNyU6BBAUdYhp,Ownership,owner,asset
rel-0001409,NK-MWZvw2NpWiTvmBvp5truo9,NK-jqXHr8jsSFcyJZjkP7Jmvd,Directorship,director,organization
rel-0001410,NK-9AnXAB7u2pA2HHMzFoVEwV,NK-VDe3X9uywA6VSLnvUKFZp6,UnknownLink,subject,object
rel-0001411,NK-2QPqbpEr7dkEGmDKaqqSqY,NK-LKco5zKYD9qm9RC2YMDwGm,Ownership,owner,asset
rel-0001412,NK-mxvohSi2GWEWyu55GPJRx5,NK-dqAaENTGtNQ4anQuKLWc5u,UnknownLink,subject,object
rel-0001413,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-BCt8JxWWDptsU9Z8eHq9RL,Ownership,owner,asset
rel-0001414,Q5213558,NK-RdukjTetLwo7rJBVmt7JEC,Ownership,owner,asset
rel-0001415,NK-MQibH5xKpXTEctZjAYkmSD,Q5213558,UnknownLink,subject,object
rel-0001416,NK-9MFhH8DnraDFrd8e3yUYHf,NK-npdZSrDYbpdVnmUndsGzzA,UnknownLink,subject,object
rel-0001417,NK-UaznisgawBWomc8JgFFRcy,NK-2DQiSvDR3XviP4pmwB5W4e,Directorship,director,organization
rel-0001418,NK-b3fcbf4CHMfChZi52uVcjS,NK-XEpQrYJk8hCM2nXZ5XU5zp,Ownership,owner,asset
rel-0001419,NK-HM3LSBzCb7GnL5P4yQSf6j,NK-Bcoh4oyQQUHPwGhnnSyFiT,Ownership,owner,asset
rel-0001420,NK-et5sakkRqBmB7LenAbfopR,NK-GPBK5kazax2ci7mpMRGTB4,Ownership,owner,asset
rel-0001421,NK-njpeYaaG7SZesrcxmio4L3,NK-neZdRCM4Agd9EjZvWy6Yoh,UnknownLink,subject,object
rel-0001422,NK-WduZAZjibxhuGZoERTncRt,NK-dnZTERUXx3yFahmRhMUzXD,Ownership,owner,asset
rel-0001423,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43210,Ownership,owner,asset
rel-0001424,NK-Z8NomK2tzemoj3CcLgvLYr,NK-aNKpuysYbCwBjaYq97zz9Y,UnknownLink,subject,object
rel-0001425,NK-7DNz8hQ3pUAKrfhGgmBA4Z,NK-HGhKhWitVoeX7EHGxfVevi,Ownership,owner,asset
rel-0001426,NK-YNCG6EmfryncvUmrWL4ED2,NK-n9SUdPKJ6yV5QFxxMFYEgb,UnknownLink,subject,object
rel-0001427,Q51120320,NK-jS9WiTZuidJ7Y24YxqRVbP,Ownership,owner,asset
rel-0001428,NK-EsgJuMFxEHoniHVAkx4zFt,NK-hw9Uvudhqegr8FfFyCQVZW,Ownership,owner,asset
rel-0001429,NK-iTjEUyT38CoUk7LZ6qzTjF,NK-5SbE2xBrgHjuKwGFCVvjQM,Directorship,director,organization
rel-0001430,NK-LjTjhBdNiH3dRpCzRGp4Ya,NK-AmDHPkRMVPjtGDdyjioRFK,UnknownLink,subject,object
rel-0001431,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43200,Ownership,owner,asset
rel-0001432,NK-THW93eaGFFFar77XeSPGp5,NK-CrNwM3VKgZ873PTdkTz5Lg,Ownership,owner,asset
rel-0001433,NK-A8UZyRadaaXAuH4vub8FCz,NK-hVk9iGd4KGmDQVjxokAESb,Ownership,owner,asset
rel-0001434,NK-gs9VCmyEwf8SuZ2qf3buyX,Q4096680,Family,person,relative
rel-0001435,NK-E9bfyjmL8LKU4F45juTFyG,NK-cnVPTsQotkn9i3ozd9WzgY,Ownership,owner,asset
rel-0001436,NK-PWnEtjCq2VwxRHNaTqfEbu,NK-dEqWCxXHxuQ4tbWFS9UWLv,UnknownLink,subject,object
rel-0001437,NK-h6xNvDNYmCaSFpAuta8Wm2,NK-7KskUGJzEzAvSK2zPekH6R,Ownership,owner,asset
rel-0001438,NK-VDEKGF5ZgHAkye4kGuUXs3,NK-HboSfSBhes2BraRs2rfhKc,Ownership,owner,asset
rel-0001439,NK-Ur4PaCvNNVsTNZ7kRoMRvb,NK-j44MgcSqMizkFGSP5PPmPV,UnknownLink,subject,object
rel-0001440,NK-8hzc4CybKsWXa9tYmxZGQK,NK-FVjFmioAoeRtzt5hqkk5iT,Ownership,owner,asset
rel-0001441,NK-XoxxBNEFgsJZdkWaJjC6bi,NK-DZtcKWr5a6nWqW4RVip9sx,Ownership,owner,asset
rel-0001442,NK-NKo45wKDPx356nVRooRhfc,NK-Ye3kxdHZKFd4bjhuKVV9Ub,Ownership,owner,asset
rel-0001443,Q55107083,NK-QtFdUy4jRPCE7L5U3CH3kA,Ownership,owner,asset
rel-0001444,NK-DK2ZTY4LcKSxYNwrJkiJLB,NK-Q5pz5Ucb2HDqGKDjnKTBzk,UnknownLink,subject,object
rel-0001445,NK-cKhD7RUcGqa9iWAbmh9mke,NK-WmnKd5NTkkwFEo4sfcV5LM,Ownership,owner,asset
